category,recipe
1,"grease or parchment paper 1 or 2 cookie sheets , depending on the size dissolve sugar in warm water sprinkle yeast over liquid combine milk , salt , and butter in saucepan and heat until warm add yeast and flour work and knead dough for about 10 minutes cover and let rise in warm place for about 30 minutes turn on floured surface and pat to 3 / 4"" thickness cut with round cookie cutter and place on prepared sheets let rise in warm place for about 45 minutes or until double in size i usually put some flour in a hand sieve and sprinkle the tops before baking bake at 375 degrees for 15-20 minutes"
1,"make crust: combine first three ingredients cut in butter until mixture is crumbly add egg yolk and vanilla blend thoroughly pat 1 / 3 of the dough on bottom of 9-inch springform pan bake in hot oven , 400f , about 8 minutes or until golden cool butter sides of pan , attach to bottom , and pat remaining dough on sides to height of 1 3 / 4 inches turn oven up to 450f place a 9x13 inch pan of hot water in bottom of oven , this helps to keep the custard creamy make filling: beat softened cream cheese until creamy add vanilla mix next 4 ingredients , , gradually blend in cheese add eggs and egg yolks one at a time , beating after each just to blend gently stir in whipping cream turn into crust-lined pan bake at 450f for 12 minutes reduce heat to 300f and continue baking for 1 hour may need a little time longer because of water remove from oven cool loosen sides with spatula after 1 / 2 hour remove sides at end of 1 hour this cheesecake is at it's best if refrigerated overnight"
1,"in a 4-cup glass measure , stir together chili sauce , honey and mustard microwave on high for 3 minutes stirring after every minute add ""little smokies , "" microwave on high for 2 minutes or until heated through keep warm"
1,"add grenadine and orgeat into a bottom of glass mound ice into glass add white rum and orange curaco add oj , sweet and sour , and pineapple juices ""float"" bacardi dark rum and myers dark rum on top should go in a glass aprox 13- 15 ounces"
1,"spray large nonstick skillet with cooking spray add chops cook on medium-high heat 4 minutes on each side or until browned add onion , mushrooms and dressing cook an additional 3 minutes stir in rice , broth , water , apples and thyme reduce heat to medium simmer 10 minutes or until heated through"
1,"in small bowl or jar with tight-fitting cover , combine juice , mayonnaise , green bell pepper , red bell pepper , tomato paste , yogurt , horseradish , onion , mustard , chili powder and pepper whisk or cover and shake to mix well refrigerate , covered , 23 hours whisk or shake before serving each serving provides: 1 fat , 1 / 2 vegetable , 10 optional calories per serving: 49 calories , 1 g protein , 3 g fat , 5 g carbohydrate , 148 mg sodium , 3 mg cholesterol , 1 g dietary fiber 1 points"
1,bring orange juice to a boil add to jelly powders in a medium bowl stir at least 2 minutes until jelly is completely dissolved add cold water spoon fruit into 12 clear cups and pour jelly mixture over fruit refrigerate at least 4 hours or until set top with whipped topping just before serving store leftovers in refrigerator
1,"mix ground turkey and spices together and let sit in fridge overnight for flavors to meld brown meat mixture in a large fry pan once brown , sprinkle with flour stir in milk and evaporated milk bring to a boil , stirring constantly and simmer till desired thickness serve with your favorite reduced fat biscuits , toast , rice or noodles"
1,"preheat oven to 350 degrees while oven is preheating , mix in a large bowl all ingredients except for the 1 / 8 cup of bbq sauce spray a 2 quart baking dish with the cooking spray pour meatloaf into dish , and free form into a loaf shape bake for 45 minutes , then drain if needed take remaining bbq sauce and spread over top and sides return meatloaf to over and bake for 10 to 15 minutes let meatloaf ""rest "" for 10 minutes , serve and enjoy :)"
1,"in a big pot or dutch oven , brown meat in salad dressing add the next 9 ingredients and bring to a boil reduce heat and simmer for 1-2 hours or till meat is tender add the potatoes , carrots , pepper and onion cover and simmer another hour or until veggies are tender combine flour and cold water in a shaker , stir into stew and bring to a boil till thickened serve"
1,just mix together ouzo and orange juice and pour over ice in a collins glass garnish with an orange slice and get friendly
1,combine all ingredients in double boiler simmer until heated through enjoy
1,"preheat oven to 350f coat a broiler pan with nonstick spray and line the bottom of the pan with foil for easy clean up combine the ground meats , crumbs , parsley , onion , egg whites , milk , worcestershire , salt and pepper in a bowl , using your hands to mix transfer the mixture to the prepared pan , shaping it into a 9x5"" loaf stir ketchup , mustard , and brown sugar together in a bowl , then spoon on top of the meatloaf bake until meatloaf reaches 160f on an instant read thermometer , about 1 hour let rest at least 5 minutes before slicing mushroom sherry sauce: fry bacon in a skillet over medium heat until crisp , about 5 minutes transfer bacon to a paper towel-lined plate and return pan with drippings to the burner add mushrooms , shallots , and saute until mushrooms are browned , about 5 minutes , stirring occasionally stir in flour and tomato paste cook 1 minute deglaze with sherry and simmer until evaporated gradually add brother , scraping up brown bits from the bottom of the pan bring to a simmer and cook until slightly thickened , about 5 minutes finish sauce with reserved bacon , butter , vinegar , salt , and pepper serve with meatloaf"
1,"cook and drain tortellini as directed on package rinse with cold water drain place spinach in boiling water cover and cook 1 minute drain immediately rinse with cold water drain place tortellini , spinach , onions , olives , bell pepper and shrimp in large glass or plastic bowl toss lightly mix remaining ingredients toss with tortellini mixture cover and refrigerate at least 1 hour to blend flavors but no longer than 24 hours"
1,"wash the peppers , cut the tops off , and place in oiled glass dish cover and microwave the peppers for 5 minutes saute the veggies and ground turkey with a dollop of olive oil add the tomatoes and seasonings cook for 3-4 minutes to evaporate some of the liquid stuff the peppers and top with cheese bake at 350 for 10 minutes or until the peppers are soft and the cheese is toasted add ins: you could add cooked rice or stir in extra cheese to the mixture before baking"
1,"grahm cracker crumb crust: mix together: crumbs , splenda , spices , and almonds stir in butter , mix well press into bottom and slightly up sides of 10 inch spring form pan set aside filling: first beat heavy whipping cream until it starts to look frothy , then add cup splenda and 1 teaspoons vanilla extract continue beating until firm peaks form set aside filling: preheat oven to 350f in a separate bowl , thoroughly beat remaining filling ingredients with a mixer , for about 5 minutes scraping down the sides occasionally take half of whipped cream mixture and fold into filling set aside other half of whipped cream mixture pour filling into prepared pan bake at 350f for 35 - 40 minute remove from oven and let cool for 5- 10 minute reset oven to 475f while cheesecake is cooling prepare topping topping: mix together topping ingredients and pour over cake return cheesecake to oven and bake at 475f for 8 - 12 minute cool , and chill cake for at least 4 hours before serving just before serving decorate with remaining whipped cream and fruit of your choice i prefer blackberries enjoy !"
1,for immediate cooking: preheat oven to 350f combine sauce ingredients and blend until smooth toss chicken with sauce and place into a large baking dish bake until chicken juices run clear for freezing: combine sauce ingredients until smooth place sauce and chicken into a 1-gallon freezer bag shake to coat chicken lay flat in freezer to thaw and cook: thaw completely preheat the oven to 350f empty the contents of the bag into a large baking dish and bake until the juices run clear
1,"melt 1 tablespoon butter in saute pan stir in minced onions and celery seed in a large mixing bowl , mix parsley , salt & pepper , sage and thyme stir into butter mixture in pan stir in chicken broth and 1 / 4 cup butter once everything is mixed together in pan then add in bread crumbs stir to combine and then cover remove from heat and let sit 8 - 10 minutes"
1,"core the stem area out from each tomato cut each tomato in half crosswise take each tomato half in hand- with the cut-side out- and give it a quick , gentle squeeze to force out the seeds use a finger to sweep remaining seeds out place each tomato , cut-side up , on a cookie sheet spray or drizzle olive oil across the top of each tomato half sprinkle garlic , basil , oregano across the tomatoes season with salt and pepper to taste bake in a 200f oven for 4-6 hours or until the tomatoes are""dry"" to the touch when they are cool , cut each tomato half in quarters and store in fridge-- or start nibbling immediately"
1,"preheat over to 350f put all ingredients for the cake in a bowl mix on low for 1 minute to combine scrape bowl mix on medium high for a full 3 minutes to make it light and fluffy spray an angel tube pan or bundt pan with baker's spray pour batter in pan and bake for 45 to 50 minutes until done let cool in pan and then turn out onto you serving platter while cake is cooling , make topping and frosting put chopped chocolate in heatproof bowl heat cream in a saucepan on medium high until it starts to boil as soon as it starts to bubble , pull it off the heat and pour the hot cream over the chocolate stir immediately with a whisk to incorporate the cream into the chocolate stir until completely melted let it cool when it gets to spreading consistency you want to coat your cake for the topping , combine sugar , cornstarch and salt to a heavy saucepan add the coconut milk and cream of coconut heat on medium heat and stir until smooth and starts to boil stir until it thickens , about 5 - 7 minutes keep stirring so that it does not stick to pan take the pan off the heat and pour the mixture into a larger bowl and add shredded coconut stir to combine let this cool completely take about a half cup of the topping and stuff it into the middle of the cake fill it to the rim and flatten off with a table knife then frost cake , the frosting will be smooth and runny so the technique here is to place a dollop of frosting on the top of cake , coax it over to the side with knife so it starts to run down the side spread smoothly along the side of cake take cake and put it in the refrigerator until the frosting firms up just like the candy bar this will take about 30 minutes or so after that , take cake out of refrigerator and you are going to mound the remaining half of your coconut topping on the top of the cake place back in the refrigerator for about 30 to an hour i know that this sounds like a lot of work , but this cake is truly decadent !"
1,"melt butter in large , leavy pot over medium-high heat add carrots and next 6 ingredients and saut until vegetables are softened , about 10 minutes discard bay leaf transfer mixture to processor and blend until smooth return mixture to pot add stock and all remaining ingredients boil soup over medium-high head to blend flavours , about 15 minutes cool slightly working in batches , puree soup in blender until smooth return soup to pot season to taste with salt and pepper bring soup to simmer divide among serving bowls , and sprinkle with roasted pumpkin seeds that have been hulled or roasted peanuts this is so very yummy !"
1,fry sausage in skillet then drain cut cream cheese in cubes and put in crock pot then add all other ingredients and let set and get warm
1,"cook ground beef , garlic , onion , and red pepper over medium high heat drain excess fat and put in crockpot combine all remaining ingredients in crockpot and stir well cook on low for 6-8 hours"
1,"make sure the eggs are room temperature put parchment paper in the bottom of your cake pan mix together the flour , baking powder , baking soda , cinnamon , nutmeg and sugar , salt , set aside in another bowl beat the eggs for ~30 sec , add the melted butter , add the shredded carrot bake at 350f for 35-40 minutes , then check the cake , it is done when it springs back when lightly pressed in the center and the toothpick comes out clean fill and cover with cream cheese frosting other recipes i have seen for cream cheese frosting use tons of powdered sugar , i use 2-3 cups maximum , because i don't like it over sweet , but you add as much as you think it needs"
1,"melt butter in 2 quart sauce pan or larger shred dried beef by hand into small pieces add dried beef to melted butter and cook over medium-high heat until edges curl stir in flour and mix thoroughly add milk , reduce heat to medium low and continue stirring frequently until mixture is smooth & bubbly when it's as thick as you'd like , bring to a boil , stirring constantly and boil 1 minute remove from heat and serve over toast and / or home fried potatoes"
1,"dressing combine first 11 ingredients and let rest for a day before making salad to allow flavors to blend salad combine lettuce , tomatoes and red onions just before serving add eggs , {salad crunchy mix - top with bacon and tortilla strips serve immediately"
1,"in a 5-quart stainless steel bowl , gently but thoroughly combine the ground beef with the worcestershire sauce , thyme , cumin , and cayenne pepper gently form the ground beef mixture into eight 4-ounce , 3 / 4-inch-thick patties use a metal spoon to make a small indentation in the center of 4 of the beef patties combine the onions and cheddar divide this mixture into 4 equal portions and place a portion in each indentation top with another patty and gently form into a burger , making sure to seal all open edges season the burgers with salt and white pepper cover the burgers with plastic wrap and refrigerate until needed grill the burgers over a medium wood or charcoal fire cook to the desired doneness: about 5-6 minutes on each side for rare , 6-7 minutes on each side for medium , and 9-10 minutes on each side for well-done remove the burgers from the grill toast the buns , cut side down , on the grill or griddle or in a nonstick saute pan until golden brown , about 1 minute spread 1 / 2 tablespoons mayonnaise onto each burger bun half place 1 of the lettuce leaves on the bottom half of each bun , then top each with a burger , 2 of the tomato slices , 2 of the papaya slices , and the top half of the bun serve immediately accompanied by""trini tropical fruit salad"""
1,"pour wine , vodka , schnapps and peach coulis in a pitcher with the slices of fruits 12 hours before serving the sangria keep in the fridge just before serving , add ice , fruit juices and complete with lemonade"
1,brown moose and onion in skillet and drain add other ingredients and simmer for 5 minutes serve over buns or any other type of bread you can also use venison / red deer hamburg in this recipe
1,"combine beef , eggs , salt , pepper , onion , garlic and breadcrumbs shape into 48 meatballs and brown till no longer pink inside drain off excess fat on paper towels combine vinegar , brown sugar , ketchup , soy sauce , reserved pineapple juice and cornstarch simmer till thickened , stirring occasionally add meatballs , pineapple and sweet pepper and simmer until thoroughly heated"
1,"mix sauce and sugar together , brush on both sides of the wings , then pour over wings in pan cook in a roasting pan / cookie sheet with a""lip"" so the sauce doesn't spill and make a mess of the oven 350 degrees cook for 1 hour i usually cook face down for about 40 minutes and then flip over then when done throw all the gooey sauce into the crock pot with the wings and simmer on low heat for as long as you want this is what makes them fall apart in your mouth , but you don't have to do it to cook them they should be done after an hour in the oven"
1,"honestly , i never measure ""exactly "" also , use as much or as little cheese as you would like cook macaroni according to directions when draining , run cold water over to keep it from sticking together and to ""chill"" it mix mayonnaise , miracle whip , onion , pickle juice and sugar together to make ""sauce "" after macaroni is completely drained , mix macaroni , ""sauce"" , eggs and cheese until everything is coated and mixed well the longer it chills , the better it gets !"
1,"cream butter and sugar add eggs , and vanilla , and mix well sift salt , soda , and flour , add nuts mix dry ingredients into butter mixture divide dough in 4 parts make into logs 1 inch or so wide in wax paper put in ""ice box"" overnight , or if in a hurry , freezer for 15-30 minutes preheat oven to 350f turn out cooled dough onto very lightly floured board slice very thin , not potato chip thin , but no more than 1 / 4 inch space them 1 inch apart bake until crisp and very , very lightly browned , about 5-6 minutes the thicker you slice them , the longer the cooking time enjoy with milk share with your family , friends , and coworkers , but make sure to save some for yourself"
1,"place all ingredients in a saucepan bring to a boil reduce the heat and simmer for 5 minutes yum , it is ready !"
1,"in a medium saucepan , mix together sugar and condensed milk stir constantly over medium-low heat until all sugar is dissolved and mixture begins to boil boil for 6 minutes , then add marshmallows , chocolate chips and margarine line the bottom of cookie sheet or baking pan with wax paper and pour mixture evenly allow to cool completely and cut into squares use an air-tight container to store"
1,"rinse martini glass with extra dry vermouth add vodka , gin , and lillet blanc to a cocktail shaker filled with crushed ice shake vigorously pour into prepared martini glass"
1,"preheat oven to 350 degrees in mixing bowl , first combine the sour cream and vegetable soup mix then drain the excess liquid off of the rotel and green chiles and stir both cans in with the sour cream mixture lastly , add 2 cups of the cheese and stir everything together pour mixture into a 10"" round baking dish , top with additional 1 / 2 cup or more of cheese bake for 30 minutes allow the dish to cool for at least 20 minutes before serving with your favorite tortilla or corn chips happy dipping !"
1,"1 cover the top of your pizza stone or , if you dont have one , the inside of a cookie sheet with a good dusting of flour 2 pre-heat your oven to 425 degrees f 3 pour 3 tablespoons of evoo into a small bowl 4 cut out a chunk of your 5-minute bread dough , big enough to be the size somewhere in between a baseball and a softball 5 with your fingers flatten the dough to fit on top of your pizza stone or cookie sheet from this point on , the crust will remain on the stone or cookie sheet until the pizza is done 6 with a pastry brush , cover the top of the flattened dough with a thin layer of the olive oil 7 turn the dough over and brush the other side with olive oil 8 partially bake the dough for about 7 minutes and take it out of the oven 9 using a large spoon or a ladle , spread the pizza sauce on top of the partially-baked crust and cover it as evenly as possible to within one inch of the edges 10 distribute the rest of the ingredients all over the top of the pizza sauce be creative , my grandchildren like it when i make smiling faces with the pepperoni , black olives and the peppers 11 cover the top of the pizza completely with the mozzarella all the way to the edge 12 place the pizza stone or cookie sheet in the 425 degree oven and bake for approximately 20 minutes or until the cheese is bubbly and the edges of the crust have turned a dark , golden brown if the edges are very light , this may mean that the center of the crust is still raw 13 take the pizza out of the oven and place it on a fire-resistant surface let it rest for approximately 10 minutes , slice and enjoy !"
1,"cook oatmeal in amount of water called for on your oatmeal , and add the divinci syrup slice the banana into the oatmeal so it can cook into the oats cook , over low heat , for 6-8 minutes , stirring frequently add rest of ingredients , except the whipped topping bring to a gentle boil , and remove top with a generous serving of chocolate flavored whipped topping which will melt into the oatmeal giving it a delicate but delicious chocolate flavor"
1,"in a saucepan melt butter over medium heat until sizzling if you are adding in the fresh garlic and a pinch of cayenne pepper then saute in butter for about 2 minutes but do not brown the garlic whisk in the flour and 1 / 2 tsp seasoned salt until creamed together and smooth stir in the half and half , or milk a little at a time increase heat to medium and constantly whisk until the mixture becomes thick and smooth remove from heat set aside place 2 tbsp butter in saucepan over med heat add the 2 tbsp minced onion , and cook until transparent add spinach and water to pan , lower the heat , and cover stirring several times until the spinach is cooked when the spinach is almost done , add the prepared white sauce , sour cream and parmesan cheese stir well , and simmer until completely blended season with more seasoned salt or white salt if desired and black pepper"
1,in a blender combine coffee with ice cream and chocolate syrup blend until smooth add in sugar and blend slightly until combined place about 1 cup crushed ice in two large tall glasses divide the mixture into the glasses top with a dollup of whipped cream
1,"let cream cheese come to room temperature drain the canned chicken mix cream cheese , green chiles , green onion and chicken until well blended cut two sides of the tortillas so you have two straight sides on each side spread chicken mixture thinly on 3 / 4 of the tortilla roll tortilla up starting with the end you spread the chicken mixture on seal the plain end with water heat oil to about 375-400 degrees drop burritos into hot oil and fry for about 2 minutes keep turning so they fry evenly when they start to turn golden , they are done drain on a paper plate covered with a paper towel these are so easy and goes great with salsa , guacamole , or ranch dressing"
1,"beat cream cheese , sugar , vanilla& salt until fluffy fold in cool whip"
1,"bake 15 to 20 minutes in a 400 oven for the muffins: grain: use 2 to 2 1 / 2 cup of white flour or -- substitute oatmeal , cornmeal , whole wheat flour , rye flour , or flake cereal for 1 cup of the white flour or -- substitute 1 cup leftover cooked oatmeal , rice or cornmeal for 1 / 2 cup of the white flour and decrease liquid to 1 / 2 cup milk: use 1 cup or -- substitute buttermilk or sour milk or substitute fruit juice for part or all of the milk fat: use 1 / 4 cup vegetable oil or 4 tbsp melted butter or margarine or substitute regular or crunch peanut butter for part or all of the fat the fat can be reduced or omitted with fair results if using a ""wet addition "" egg: use 1 egg or -- substitute 1 heaping tbsp of soy flour and 1 tbsp of water if using a cooked grain , separate the egg , add the yolk to the batter , beat white until stiff , and fold into the batter sweetener: use between 2 tbsp and 1 / 2 cup sugar or -- substitute up to 3 / 4 cup brown sugar or -- substitute up to 1 / 2 cup honey or molasses and decrease milk to 3 / 4 cup baking powder: use 2 teaspoons if using whole or cooked grains or more than 1 cup additions , increase to 3 teaspoons if using buttermilk or sour milk , decrease to 1 tsp and add 1 / 2 tsp baking soda salt: use 1 / 2 tsp , or omit if you have a salt-restricted diet optional ingredients: the following ingredients are optional additions can be used in any combination , up to 1 1 / 2 cups total if using more than 1 cup of wet additions , decrease the milk to 1 / 2 cup dry additions: nuts , sunflower seeds , raisins , coconut , and so on moist additons: blueberries , chopped apple , shredded zucchini , shredded carrot , and so on wet additions: pumpkin puree , applesauce , mashed potato , mashed bananas , mashed carrot , and so on if using 1 / 2 cup drained canned fruit or thawed shredded zucchini , substitute the syrup or zucchini liquid for all or part of the milk spices: use spices that complement the additions , such as 1 tsp cinnamon with 1 / 4 tsp nutmeg or cloves try 2 tsp grated orange or lemon peel jellies and jam: fill cups half full with a plain batter add 1 tsp jam or jelly and top with 2 more tbsp batter nonsweet combinations: use only 2 tbsp sugar and no fruit add combinations of the following: 1 / 2 cup shredded cheese , 2 strips fried and crumbled bacon , 2 tbsp grated onion , 1 / 2 cup shredded zucchini , 2 tbsp parmesan cheese spices could include parsley , marjoram , rosemary -- alena kibbler's additions: hawaiian muffins: use 1 / 2 cup mashed banana , 1 / 2 cup drained crushed pineapple , and 1 / 2 cup flake coconut , and 1 tbsp vanilla or rum flavoring use the pineapple juice instead of milk cherry vanilla chip muffins: 3 / 4 cup pitted chopped cherries , 3 / 4 cup vanilla chips , 1 tsp vanilla elvis muffins: use about 3 / 4 to 1 cup mashed banana , 1 / 2 cup chopped peanuts or walnuts and substitute 1 / 4 peanut butter for the oil"
1,mix ingredence together except everclear and pour in to a ceramic jug that light will not penetrate close with cork or lid put jug in a cool dark place for 1 month after 1 month shake up mixture and strain with cloth add everclear and serve cold
1,"preheat oven to 300f lightly grease and flour a 10 inch bundt pan cream shortening , butter and sugar until light and fluffy with an electric mixer add eggs one at a time , beating well after each addition beat in almond extract in another bowl , combine baking powder and flour stir into creamed mixture alternately with the milk , starting and ending with flour pour batter into prepared pan bake in the preheated oven for 1 to 1 1 / 2 hours , or until a toothpick inserted into the center of the cake comes out clean allow cake to cool in pan for 10 minutes , then turn out onto a wire rack and cool completely"
1,"heat oven to 350 grease one 13x9 inch pan roll out first can of crescent dough into bottom of pan , and slightly up sides beat cream cheese , 1 cup of the sugar , and vanilla together spread over crescent dough microwave jam or preserves for 45 seconds , stirring once after twenty five seconds , to make it slightly liquid spread jam on top of cream cheese , taking care not to mix the two together but keeping them layered with your hands , gently stretch second can of crescent dough and place on top of jam layer this does not have to cover perfectly , in fact , open seams here and there look quite pretty with the jam peeking through mix melted butter , remaining 3 / 4 cup sugar , and cinnamon together , making sure to incorporate all the butter gently spoon butter mixture over dough , spreading to cover bake , uncovered , for 35 minutes , until top is browned nicely let it cool for fifteen minutes , cut and serve ! tastes best warm or room temp , but cold is delicious , too"
1,"in a large skillet , cook bacon drain crumble set aside in a medium bowl do not discard grease from skillet in same skillet with bacon grease brown beef , onion , celery , garlic powder and pepper remove with slotted spoon to bowl with bacon be sure to remove all solids from skillet , leaving fat add tomatoes to the beef mixture peel potatoes and cut into 1 / 2"" dice when fat in skillet is very hot again , fry potato cubes on all sides until well browned drain remove to bowl with bacon and beef in soup pot , melt butter and add flour whisk for 1 minute to cook flour add chicken broth and half-and-half cook , whisking constantly , until you see the first signs of thickening begin adding grated cheeses , a little at a time , whisking constantly , until soup is bubbling , creamy and thick remove from heat add parsley , mustard and relish stir well add bowl of bacon and beef mixture and potatoes stir cover and let stand 5 minutes"
1,"over medium low heat melt butter and chocolate squares , take off heat add 1 / 3 of the sugar and 1 / 3 of the evaporated milk , mix with a whisk until smooth add remaining sugar and milk , stir until smooth return to heat and simmer for 8 to 10 minutes pour into canning jars or other container , let cool and close jar recipe can be doubled"
1,core and peel apple place in a microwaveable safe bowl and sprinkle brown sugar and cinnamon in apple stuff it with cranberries and oats and top it with butter cover with saran wrap and microwave for about 3 1 / 2 minutes let it rest for about 2 minutes chop the apple and add it to the dry instant oatmeal follow the packet directions and add the juice from the cooked apple to the bowl microwave about 1 1 / 2 minutes
1,"trim fat off pork cut into bite sized cubes i always season my pork with salt , pepper and garlic powder to taste put celery salt , brown sugar , chili powder and onion flakes in a big ziploc baggie add pork shake well to coat in a casserole or oven proof dish add the soup and vinegar stir add contents of baggie to dish stir cover and bake 1 1 / 2 hours @350 baking time is alot -- it was very cooked so check after 1 hour serve over rice enjoy !"
1,"nb: i like to use a fairly strong flavoured , but creamy blue cheese , like gorgonzola , but stilton is also nice stock-wise , you may need a little more or less than in the ingredients list bring stock up to a simmer halve the leeks and remove any gritty bits from inside the rings cut the leek into fine strips rather than semi-circles , of approx 1-2 inches in length melt half the butter with the olive oil and cook the leeks for approx 10 minutes over a low-medium heat until soft and tinged with brown add bacon to pan and cook for about 5 minutes stir in garlic and rice , cook for a further minute or two , stirring the rice until it's coated in the butter and oil and starts to go slightly translucent add the wine to the pan , turning up the heat to bubble most of it away add a ladleful of hot stock to the leek and rice mixture at a time , stirring more or less constantly add more stock each time that most of the liquid has been absorbed add the fresh sage keep doing this for approximately 15 - 25 minutes , until the risotto is creamy , but the rice grains still have a slight bite you'll need to start testing the rice after about 15 minutes , but it may take a little longer turn off the heat stir in the lemon juice , zest , remaining butter , parmesan and blue cheese leave the risotto for another 2 minutes until rich , creamy and luscious season to taste with black pepper and salt if needed"
1,"preheat oven to 350 dg peel eggplants , slice , sprinkle lightly with garlic salt and set aside about 15 minutes on paper towels saute onion in 1 t butter or oil , add ham and wine , and cook until wine nearly evaporates add tomatoes and simmer 10 minutes meanwhile , pat eggplant dry , dust with flour and fry in 2 t butter or oil until golden drain layer eggplant , then a portion of ham mixture , another layer of eggplant , etc in greased casserole dish and cover with parmesan cheese bake at 350 dg for 30 minutes"
1,"to start the sauce: heat a 2 1 / 2-quart nonreactive saucepan over medium heat and , when hot , add the oil when the oil is hot , stir in the onion , green and red pepper , celery and garlic cook until the vegetables are softened and fragrant , 4 to 5 minutes stir in the tomato puree , tomato paste , ketchup , vinegar , molasses and worcestershire sauce bring the mixture to a simmer , reduce heat to very low and simmer with the cover ajar for 1 hour to saut the mushrooms: heat an 8 - 10 inch skillet over high heat and , when hot , add the olive oil when the oil is hot , add the chopped mushrooms and cook , stirring frequently , until the mushrooms are golden , 2 to 3 minutes remove from the heat and set aside to finish the sauce: after the sauce has simmered 1 hour , add the sauted mushrooms , chopped plum tomatoes , oregano , better than bouillon seasoning and some freshly ground black pepper return to a simmer and cook with the cover ajar for 30 minutes more to brown ground meat: heat a 10-inch non-reactive deep-sided skillet over medium heat when hot , add the ground meat and break it up with a wooden spatula cook the meat until separated and no longer pink , about 4 minutes then remove from the stove and drain out any excess fat from skillet return skillet to the stove , over low heat stir in the sauce and bring the mixture to a gentle simmer , uncovered cook gently until the flavors mingle and the mixture is piping hot throughout , about 10 minutes add some more freshly ground black pepper and serve immediately to assemble sloppy joes and serve: while the sauce is simmering , open the hamburger buns and spread both opened sides lightly with butter lay the buns , buttered sides up , on a shallow baking sheet broil the buns until the buttered sides are nicely toasted spoon the ground beef mixture lavishly over buns and serve hot if serving 4 , you will need 1 cup of sauce and 1 lb of ground beef the remaining sauce can be frozen for later use and ease freeze cooled sauce in tightly sealed containers"
1,"measure 4 cups of water into saucepan and heat at med-high to gentle boil while waiting for water in saucepan to boil , whisk together 1 / 4 cup water with 2 1 / 2 t better than bouillon in a bowl until smooth whisk this mixture into the boiling water , stir while bringing to a gentle boil again reduce heat to low mix the corn starch with 1 / 2 cup cold water in a bowl or large measuring cup whisk well until the corn starch is thoroughly dissolved gently pour the cornstarch mixture into the saucepan , adding a little bit at a time while you continue to whisk increase heat and whisk for 2 minutes until thickened add pepper to taste"
1,add these 3 ingredients to boxed caked mix mix as usual
1,"combine brownie mix , water , oil , and eggs until moistened bake for 20-25 minutes in a 9x13 baking dish remove brownies from oven , top with peanuts and peanut butter cups bake for 4-6 minutes more melt chocolate chips , peanut butter , and butter stir in cereal remove brownies from oven and pour chocolate-peanut butter mixture over hot brownies refrigerate for two hours , then serve"
1,"to make the fish: place the fish in a shallow baking dish and sprinkle with the lime juice , paprika , salt , black pepper , and chill powder cover , refrigerate , and marinate for about 30 minutes preheat the grill to medium-high heat lightly coat a 24' x 12"" piece of foil with olive oil cooking spray place the fish in a single layer in the center of the foil fold the foil over the and fold the ends upward to seal in the fish place the foil packet on the preheated grill cook for 7 to 10 minutes , or until the fish is opaque remove from the grill to assemble the tacos: warp the tortillas in foil and place them on the grill to warm for 2 minutes spread about one-eighth of the mashed avocado on each tortilla and top with one-eight of the the fish sprinkle each with cheese , salsa , cilantro , cabbage , and hot sauce , if desired"
1,"chop onions heat oil in dutch oven over medium heat add onion to pan and saute until softened - about 3-5 minutes add oregano , basil and garlic , saute about 1 minute stir in squash , zucchini , carrot and corn saute until veggies are tender -- about 5 minutes stir in broth bring to a boil , then reduce heat to low and simmer about 20 minutes add pasta and beans to pan cook about 10 minutes or until the pasta is tender remove from heat stir in spinach , add salt and pepper to taste ladle into bowls top with a dollop of pesto garnish with freshly ground black pepper if you must have tomatoes -- add 3 cups tomato to 2 of the 6 cups of broth , process in blender / food processor until smooth add an additional cup of chopped tomatoes to the soup"
1,"combine first seven ingredients for the sauce your choice in a small saucepan heat sauce over medium heat until boiling , reduce heat and simmer for 5 minutes remove from heat and allow it to cool , uncovered , for 10 minutes while the sauce cools , whisk egg yolk with 2 teaspoons water in a medium bowl until pale yellow whisk in cornstarch until dissolved drizzle the hot sauce mixture into the egg yolk mixture in a steady stream while rapidly whisking cover the sauce and chill until ready to serve"
1,"in a medium-large mixing bowl , add in panko breadcrumbs and set aside in a medium sized bowl , mix together flour , cornstarch , salt and black pepper slowly whisk in water , making sure that it is not clumpy in batches of three to four , drop in hen of the woods mushrooms into slurry then promptly into breadcrumbs toss mushrooms in panko until the mushrooms are completely coated remove the mushrooms from bowl and set out on a baking tray , making sure not to stack them up bring four cups of canola oil up to 350f in a two-quart pot and drop in mushrooms fry until golden brown and toss in hot sauce"
1,"except for the diced celery , combine & mix well all other ingredients spoon mixture into egg halves & garnish w / diced celery"
1,"in a bowl , combine flour , cayenne pepper , paprika , salt and pepper mix rinse off wings and coat in flour mixture spray a large baking sheet with non-stick cooking spray and place wings on baking sheet preheat oven to 375f bake wings for 40 minutes , turning once 1 / 2 way through cooking while wings are baking , combine butter , frank's hot sauce , and tabasco in a plastic bowl with lid once wings are finished baking , place 8-10 wings in the bowl cover and shake to coat serve with ranch dressing !"
1,"pierce apples with popsicle sticks , set aside melt butter in a medium saucepan add remaining ingrediants , and gently bring to a boil , stirring frequently cover , reduce heat and simmer for 3 minutes do not uncover to stir ! remove from heat mixture should be thin , but sticky , and saucepan sides should be steamy stir well , and allow to thicken slightly before dipping apples apples may be double dipped if desired refrigerate 1-2 hours until caramel is set"
